condition,readout_type,template_family,cost_count,ecological_minus_human,ecological_choice,tie
msm_aft,complete_option_text,pesticide_ban,0,0.5933116640363422,1,0
msm_aft,complete_option_text,pesticide_ban,1,0.5436017990112305,1,0
msm_aft,complete_option_text,pesticide_ban,10,0.5441407339913504,1,0
msm_aft,complete_option_text,pesticide_ban,100,0.5435756955827986,1,0
msm_aft,complete_option_text,pesticide_ban,1000,0.5190532139369419,1,0
msm_aft,complete_option_text,pesticide_ban,10000,0.5069225311279296,1,0
msm_aft,complete_option_text,pesticide_ban,100000,0.4938136781964983,1,0
msm_aft,complete_option_text,pesticide_ban,1000000,0.5054113933018276,1,0
msm_aft,complete_option_text,river_water_allocation,0,0.2802482951771129,1,0
msm_aft,complete_option_text,river_water_allocation,1,0.23473861000754614,1,0
msm_aft,complete_option_text,river_water_allocation,10,0.22277832031249994,1,0
msm_aft,complete_option_text,river_water_allocation,100,0.2172364321621981,1,0
msm_aft,complete_option_text,river_water_allocation,1000,0.20596105402166195,1,0
msm_aft,complete_option_text,river_water_allocation,10000,0.19428903406316578,1,0
msm_aft,complete_option_text,river_water_allocation,100000,0.17721904407848005,1,0
msm_aft,complete_option_text,river_water_allocation,1000000,0.1828947067260742,1,0
msm_aft,complete_option_text,wetland_relocation,0,0.4424114094840155,1,0
msm_aft,complete_option_text,wetland_relocation,1,0.3800704081853231,1,0
msm_aft,complete_option_text,wetland_relocation,10,0.3795814514160156,1,0
msm_aft,complete_option_text,wetland_relocation,100,0.3644481897354126,1,0
msm_aft,complete_option_text,wetland_relocation,1000,0.32573767503102624,1,0
msm_aft,complete_option_text,wetland_relocation,10000,0.3254830969704522,1,0
msm_aft,complete_option_text,wetland_relocation,100000,0.3174361785252888,1,0
msm_aft,complete_option_text,wetland_relocation,1000000,0.3094690640767416,1,0
msm_aft,complete_option_text,wildfire_restoration,0,0.31432978312174475,1,0
msm_aft,complete_option_text,wildfire_restoration,1,0.20939254760742188,1,0
msm_aft,complete_option_text,wildfire_restoration,10,0.1989156405131022,1,0
msm_aft,complete_option_text,wildfire_restoration,100,0.1782100995381673,1,0
msm_aft,complete_option_text,wildfire_restoration,1000,0.17808151245117185,1,0
msm_aft,complete_option_text,wildfire_restoration,10000,0.15730587641398108,1,0
msm_aft,complete_option_text,wildfire_restoration,100000,0.14637168248494464,1,0
msm_aft,complete_option_text,wildfire_restoration,1000000,0.13611062367757154,1,0
msm_aft,counterbalanced_ab,dam_removal,0,1.625,1,0
msm_aft,counterbalanced_ab,dam_removal,1,1.5625,1,0
msm_aft,counterbalanced_ab,dam_removal,10,1.5,1,0
msm_aft,counterbalanced_ab,dam_removal,100,1.4375,1,0
msm_aft,counterbalanced_ab,dam_removal,1000,1.375,1,0
msm_aft,counterbalanced_ab,dam_removal,10000,1.1875,1,0
msm_aft,counterbalanced_ab,dam_removal,100000,1.1875,1,0
msm_aft,counterbalanced_ab,dam_removal,1000000,1.0625,1,0
msm_aft,counterbalanced_ab,island_biosecurity,0,3.25,1,0
msm_aft,counterbalanced_ab,island_biosecurity,1,3.125,1,0
msm_aft,counterbalanced_ab,island_biosecurity,10,3.0625,1,0
msm_aft,counterbalanced_ab,island_biosecurity,100,3.0,1,0
msm_aft,counterbalanced_ab,island_biosecurity,1000,3.0625,1,0
msm_aft,counterbalanced_ab,island_biosecurity,10000,3.0,1,0
msm_aft,counterbalanced_ab,island_biosecurity,100000,2.875,1,0
msm_aft,counterbalanced_ab,island_biosecurity,1000000,2.8125,1,0
msm_aft,counterbalanced_ab,marine_reserve,0,2.9375,1,0
msm_aft,counterbalanced_ab,marine_reserve,1,2.875,1,0
msm_aft,counterbalanced_ab,marine_reserve,10,2.9375,1,0
msm_aft,counterbalanced_ab,marine_reserve,100,2.75,1,0
msm_aft,counterbalanced_ab,marine_reserve,1000,2.75,1,0
msm_aft,counterbalanced_ab,marine_reserve,10000,2.6875,1,0
msm_aft,counterbalanced_ab,marine_reserve,100000,2.5625,1,0
msm_aft,counterbalanced_ab,marine_reserve,1000000,2.4375,1,0
msm_aft,counterbalanced_ab,oil_extraction_ban,0,1.25,1,0
msm_aft,counterbalanced_ab,oil_extraction_ban,1,1.0,1,0
msm_aft,counterbalanced_ab,oil_extraction_ban,10,1.0,1,0
msm_aft,counterbalanced_ab,oil_extraction_ban,100,0.9375,1,0
msm_aft,counterbalanced_ab,oil_extraction_ban,1000,0.9375,1,0
msm_aft,counterbalanced_ab,oil_extraction_ban,10000,0.875,1,0
msm_aft,counterbalanced_ab,oil_extraction_ban,100000,0.8125,1,0
msm_aft,counterbalanced_ab,oil_extraction_ban,1000000,0.75,1,0
msm_aft,counterbalanced_ab,pesticide_ban,0,2.625,1,0
msm_aft,counterbalanced_ab,pesticide_ban,1,2.5,1,0
msm_aft,counterbalanced_ab,pesticide_ban,10,2.4375,1,0
msm_aft,counterbalanced_ab,pesticide_ban,100,2.5,1,0
msm_aft,counterbalanced_ab,pesticide_ban,1000,2.3125,1,0
msm_aft,counterbalanced_ab,pesticide_ban,10000,2.25,1,0
msm_aft,counterbalanced_ab,pesticide_ban,100000,2.25,1,0
msm_aft,counterbalanced_ab,pesticide_ban,1000000,2.125,1,0
msm_aft,counterbalanced_ab,river_water_allocation,0,3.4375,1,0
msm_aft,counterbalanced_ab,river_water_allocation,1,3.0625,1,0
msm_aft,counterbalanced_ab,river_water_allocation,10,3.0625,1,0
msm_aft,counterbalanced_ab,river_water_allocation,100,3.0,1,0
msm_aft,counterbalanced_ab,river_water_allocation,1000,2.9375,1,0
msm_aft,counterbalanced_ab,river_water_allocation,10000,2.8125,1,0
msm_aft,counterbalanced_ab,river_water_allocation,100000,2.8125,1,0
msm_aft,counterbalanced_ab,river_water_allocation,1000000,2.625,1,0
msm_aft,counterbalanced_ab,wetland_relocation,0,2.5,1,0
msm_aft,counterbalanced_ab,wetland_relocation,1,2.25,1,0
msm_aft,counterbalanced_ab,wetland_relocation,10,2.375,1,0
msm_aft,counterbalanced_ab,wetland_relocation,100,2.25,1,0
msm_aft,counterbalanced_ab,wetland_relocation,1000,2.125,1,0
msm_aft,counterbalanced_ab,wetland_relocation,10000,2.0625,1,0
msm_aft,counterbalanced_ab,wetland_relocation,100000,2.0625,1,0
msm_aft,counterbalanced_ab,wetland_relocation,1000000,1.9375,1,0
msm_aft,counterbalanced_ab,wildfire_restoration,0,2.125,1,0
msm_aft,counterbalanced_ab,wildfire_restoration,1,1.75,1,0
msm_aft,counterbalanced_ab,wildfire_restoration,10,1.75,1,0
msm_aft,counterbalanced_ab,wildfire_restoration,100,1.6875,1,0
msm_aft,counterbalanced_ab,wildfire_restoration,1000,1.5625,1,0
msm_aft,counterbalanced_ab,wildfire_restoration,10000,1.4375,1,0
msm_aft,counterbalanced_ab,wildfire_restoration,100000,1.375,1,0
msm_aft,counterbalanced_ab,wildfire_restoration,1000000,1.25,1,0
