model,readout_type,template_family,cost_count,margin,ecological_choice
msm,complete_option_text,island_biosecurity,10000,0.37698250157492497,1
msm,complete_option_text,island_biosecurity,100000,0.32976269721984863,1
msm,complete_option_text,island_biosecurity,1000000,0.32989917482648573,1
msm,complete_option_text,marine_reserve,0,0.3547095192803277,1
msm,complete_option_text,marine_reserve,1,0.3408720228407118,1
msm,complete_option_text,marine_reserve,10,0.3336514366997613,1
msm,complete_option_text,marine_reserve,100,0.3195728725857204,1
msm,complete_option_text,marine_reserve,1000,0.31344699859619135,1
msm,complete_option_text,marine_reserve,10000,0.3125955793592665,1
msm,complete_option_text,marine_reserve,100000,0.2987143198649088,1
msm,complete_option_text,marine_reserve,1000000,0.28480381435818136,1
msm,complete_option_text,oil_extraction_ban,0,0.052945954459054145,1
msm,complete_option_text,oil_extraction_ban,1,0.03348811467488606,1
msm,complete_option_text,oil_extraction_ban,10,0.0236756688072568,1
msm,complete_option_text,oil_extraction_ban,100,0.01419909795125325,1
msm,complete_option_text,oil_extraction_ban,1000,0.023740132649739593,1
msm,complete_option_text,oil_extraction_ban,10000,0.004057293846493656,1
msm,complete_option_text,oil_extraction_ban,100000,0.013838540940057653,1
msm,complete_option_text,oil_extraction_ban,1000000,0.0044637861705961596,1
msm,complete_option_text,pesticide_ban,0,0.4103264944893973,1
msm,complete_option_text,pesticide_ban,1,0.3861617224557059,1
msm,complete_option_text,pesticide_ban,10,0.38672580718994143,1
msm,complete_option_text,pesticide_ban,100,0.3858924865722656,1
msm,complete_option_text,pesticide_ban,1000,0.3741480146135603,1
msm,complete_option_text,pesticide_ban,10000,0.38643332890101834,1
msm,complete_option_text,pesticide_ban,100000,0.3619543620518275,1
msm,complete_option_text,pesticide_ban,1000000,0.36090504782540456,1
msm,complete_option_text,river_water_allocation,0,0.15968756242231885,1
msm,complete_option_text,river_water_allocation,1,0.1312388506802645,1
msm,complete_option_text,river_water_allocation,10,0.13100823489102445,1
msm,complete_option_text,river_water_allocation,100,0.12544805353338065,1
msm,complete_option_text,river_water_allocation,1000,0.11393026872114695,1
msm,complete_option_text,river_water_allocation,10000,0.11379779468883161,1
msm,complete_option_text,river_water_allocation,100000,0.1025136600841175,1
msm,complete_option_text,river_water_allocation,1000000,0.0969454158436168,1
msm,complete_option_text,wetland_relocation,0,0.2864671283298068,1
msm,complete_option_text,wetland_relocation,1,0.25539739926656085,1
msm,complete_option_text,wetland_relocation,10,0.2552880446116129,1
msm,complete_option_text,wetland_relocation,100,0.2399733861287435,1
msm,complete_option_text,wetland_relocation,1000,0.23255360126495359,1
msm,complete_option_text,wetland_relocation,10000,0.22442232237921822,1
msm,complete_option_text,wetland_relocation,100000,0.22477899657355416,1
msm,complete_option_text,wetland_relocation,1000000,0.2243085569805569,1
msm,complete_option_text,wildfire_restoration,0,0.13584709167480463,1
msm,complete_option_text,wildfire_restoration,1,0.10408337910970045,1
msm,complete_option_text,wildfire_restoration,10,0.0937069257100423,1
msm,complete_option_text,wildfire_restoration,100,0.0829480489095052,1
msm,complete_option_text,wildfire_restoration,1000,0.08258310953776041,1
msm,complete_option_text,wildfire_restoration,10000,0.07273101806640625,1
msm,complete_option_text,wildfire_restoration,100000,0.0517737070719401,1
msm,complete_option_text,wildfire_restoration,1000000,0.062061150868733754,1
msm,counterbalanced_ab,dam_removal,0,1.0625,1
msm,counterbalanced_ab,dam_removal,1,1.0625,1
msm,counterbalanced_ab,dam_removal,10,1.0625,1
msm,counterbalanced_ab,dam_removal,100,0.9375,1
msm,counterbalanced_ab,dam_removal,1000,0.9375,1
msm,counterbalanced_ab,dam_removal,10000,0.8125,1
msm,counterbalanced_ab,dam_removal,100000,0.75,1
msm,counterbalanced_ab,dam_removal,1000000,0.8125,1
msm,counterbalanced_ab,island_biosecurity,0,2.25,1
msm,counterbalanced_ab,island_biosecurity,1,2.125,1
msm,counterbalanced_ab,island_biosecurity,10,2.125,1
msm,counterbalanced_ab,island_biosecurity,100,2.125,1
msm,counterbalanced_ab,island_biosecurity,1000,2.125,1
msm,counterbalanced_ab,island_biosecurity,10000,2.0625,1
msm,counterbalanced_ab,island_biosecurity,100000,2.0625,1
msm,counterbalanced_ab,island_biosecurity,1000000,2.0625,1
msm,counterbalanced_ab,marine_reserve,0,2.5,1
msm,counterbalanced_ab,marine_reserve,1,2.625,1
msm,counterbalanced_ab,marine_reserve,10,2.625,1
msm,counterbalanced_ab,marine_reserve,100,2.5625,1
msm,counterbalanced_ab,marine_reserve,1000,2.5,1
msm,counterbalanced_ab,marine_reserve,10000,2.4375,1
msm,counterbalanced_ab,marine_reserve,100000,2.375,1
msm,counterbalanced_ab,marine_reserve,1000000,2.375,1
msm,counterbalanced_ab,oil_extraction_ban,0,0.875,1
msm,counterbalanced_ab,oil_extraction_ban,1,0.8125,1
msm,counterbalanced_ab,oil_extraction_ban,10,0.75,1
msm,counterbalanced_ab,oil_extraction_ban,100,0.6875,1
msm,counterbalanced_ab,oil_extraction_ban,1000,0.75,1
msm,counterbalanced_ab,oil_extraction_ban,10000,0.75,1
msm,counterbalanced_ab,oil_extraction_ban,100000,0.6875,1
msm,counterbalanced_ab,oil_extraction_ban,1000000,0.5625,1
msm,counterbalanced_ab,pesticide_ban,0,1.875,1
msm,counterbalanced_ab,pesticide_ban,1,1.75,1
msm,counterbalanced_ab,pesticide_ban,10,1.75,1
msm,counterbalanced_ab,pesticide_ban,100,1.75,1
msm,counterbalanced_ab,pesticide_ban,1000,1.6875,1
msm,counterbalanced_ab,pesticide_ban,10000,1.625,1
msm,counterbalanced_ab,pesticide_ban,100000,1.6875,1
msm,counterbalanced_ab,pesticide_ban,1000000,1.625,1
msm,counterbalanced_ab,river_water_allocation,0,2.6875,1
msm,counterbalanced_ab,river_water_allocation,1,2.4375,1
msm,counterbalanced_ab,river_water_allocation,10,2.375,1
msm,counterbalanced_ab,river_water_allocation,100,2.4375,1
msm,counterbalanced_ab,river_water_allocation,1000,2.3125,1
msm,counterbalanced_ab,river_water_allocation,10000,2.25,1
msm,counterbalanced_ab,river_water_allocation,100000,2.1875,1
msm,counterbalanced_ab,river_water_allocation,1000000,2.0625,1
msm,counterbalanced_ab,wetland_relocation,0,1.6875,1
msm,counterbalanced_ab,wetland_relocation,1,1.5625,1
msm,counterbalanced_ab,wetland_relocation,10,1.5625,1
msm,counterbalanced_ab,wetland_relocation,100,1.5625,1
msm,counterbalanced_ab,wetland_relocation,1000,1.5,1
msm,counterbalanced_ab,wetland_relocation,10000,1.4375,1
msm,counterbalanced_ab,wetland_relocation,100000,1.375,1
msm,counterbalanced_ab,wetland_relocation,1000000,1.375,1
msm,counterbalanced_ab,wildfire_restoration,0,1.3125,1
msm,counterbalanced_ab,wildfire_restoration,1,1.0625,1
msm,counterbalanced_ab,wildfire_restoration,10,1.125,1
msm,counterbalanced_ab,wildfire_restoration,100,1.0625,1
msm,counterbalanced_ab,wildfire_restoration,1000,1.0,1
msm,counterbalanced_ab,wildfire_restoration,10000,0.9375,1
msm,counterbalanced_ab,wildfire_restoration,100000,0.875,1
msm,counterbalanced_ab,wildfire_restoration,1000000,0.875,1
aft,complete_option_text,dam_removal,0,0.124606450398763,1
aft,complete_option_text,dam_removal,1,0.12567289670308424,1
aft,complete_option_text,dam_removal,10,0.099559466044108,1
aft,complete_option_text,dam_removal,100,0.1004157066345215,1
aft,complete_option_text,dam_removal,1000,0.0888855457305908,1
aft,complete_option_text,dam_removal,10000,0.06232444445292154,1
aft,complete_option_text,dam_removal,100000,0.0509097576141357,1
aft,complete_option_text,dam_removal,1000000,0.02643354733784995,1
aft,complete_option_text,island_biosecurity,0,0.6358645302908761,1
aft,complete_option_text,island_biosecurity,1,0.612170968736921,1
aft,complete_option_text,island_biosecurity,10,0.5647406578063965,1
aft,complete_option_text,island_biosecurity,100,0.5575247492109026,1
aft,complete_option_text,island_biosecurity,1000,0.5419258390154158,1
aft,complete_option_text,island_biosecurity,10000,0.5415572098323278,1
aft,complete_option_text,island_biosecurity,100000,0.5258828571864538,1
aft,complete_option_text,island_biosecurity,1000000,0.5100808313914708,1
aft,complete_option_text,marine_reserve,0,0.4175245496961806,1
aft,complete_option_text,marine_reserve,1,0.40974648793538415,1
aft,complete_option_text,marine_reserve,10,0.3953693177964952,1
aft,complete_option_text,marine_reserve,100,0.37542555067274297,1
aft,complete_option_text,marine_reserve,1000,0.3676257663302951,1
aft,complete_option_text,marine_reserve,10000,0.3528954188028971,1
aft,complete_option_text,marine_reserve,100000,0.3396885130140516,1
aft,complete_option_text,marine_reserve,1000000,0.3386792076958551,1
aft,complete_option_text,oil_extraction_ban,0,0.11447338830857046,1
aft,complete_option_text,oil_extraction_ban,1,0.045351505279541,1
aft,complete_option_text,oil_extraction_ban,10,0.0166776293799991,1
aft,complete_option_text,oil_extraction_ban,100,0.01670083545503165,1
aft,complete_option_text,oil_extraction_ban,1000,0.006772041320800802,1
aft,complete_option_text,oil_extraction_ban,10000,-0.002575647263299896,0
aft,complete_option_text,oil_extraction_ban,100000,-0.0026741936093285026,0
aft,complete_option_text,oil_extraction_ban,1000000,-0.022284212566557396,0
aft,complete_option_text,pesticide_ban,0,0.5510537283761161,1
aft,complete_option_text,pesticide_ban,1,0.4902163914271763,1
aft,complete_option_text,pesticide_ban,10,0.47861739567347933,1
aft,complete_option_text,pesticide_ban,100,0.49208853585379464,1
aft,complete_option_text,pesticide_ban,1000,0.46572459084647044,1
aft,complete_option_text,pesticide_ban,10000,0.44165611267089844,1
aft,complete_option_text,pesticide_ban,100000,0.4296666281563895,1
aft,complete_option_text,pesticide_ban,1000000,0.40550131116594584,1
aft,complete_option_text,river_water_allocation,0,0.3699906956065785,1
aft,complete_option_text,river_water_allocation,1,0.3181767897172407,1
aft,complete_option_text,river_water_allocation,10,0.312399690801447,1
aft,complete_option_text,river_water_allocation,100,0.3122731122103604,1
aft,complete_option_text,river_water_allocation,1000,0.30089335008101026,1
aft,complete_option_text,river_water_allocation,10000,0.28974845192649146,1
aft,complete_option_text,river_water_allocation,100000,0.2666952826760032,1
aft,complete_option_text,river_water_allocation,1000000,0.26128890297629614,1
aft,complete_option_text,wetland_relocation,0,0.467454711596171,1
aft,complete_option_text,wetland_relocation,1,0.4202241632673476,1
aft,complete_option_text,wetland_relocation,10,0.3975170850753784,1
aft,complete_option_text,wetland_relocation,100,0.39731164773305255,1
aft,complete_option_text,wetland_relocation,1000,0.3742826249864366,1
aft,complete_option_text,wetland_relocation,10000,0.3514378335740831,1
aft,complete_option_text,wetland_relocation,100000,0.3431833452648586,1
aft,complete_option_text,wetland_relocation,1000000,0.32763524850209547,1
aft,complete_option_text,wildfire_restoration,0,0.3665272394816081,1
aft,complete_option_text,wildfire_restoration,1,0.23033030827840165,1
aft,complete_option_text,wildfire_restoration,10,0.20946423212687174,1
aft,complete_option_text,wildfire_restoration,100,0.19882663091023764,1
aft,complete_option_text,wildfire_restoration,1000,0.18839057286580402,1
aft,complete_option_text,wildfire_restoration,10000,0.1883233388264974,1
aft,complete_option_text,wildfire_restoration,100000,0.145727793375651,1
aft,complete_option_text,wildfire_restoration,1000000,0.1459883054097493,1
aft,counterbalanced_ab,dam_removal,0,1.125,1
aft,counterbalanced_ab,dam_removal,1,1.0,1
aft,counterbalanced_ab,dam_removal,10,0.9375,1
aft,counterbalanced_ab,dam_removal,100,0.8125,1
aft,counterbalanced_ab,dam_removal,1000,0.75,1
aft,counterbalanced_ab,dam_removal,10000,0.625,1
aft,counterbalanced_ab,dam_removal,100000,0.6875,1
aft,counterbalanced_ab,dam_removal,1000000,0.5,1
aft,counterbalanced_ab,island_biosecurity,0,3.1875,1
aft,counterbalanced_ab,island_biosecurity,1,3.0625,1
aft,counterbalanced_ab,island_biosecurity,10,3.0,1
aft,counterbalanced_ab,island_biosecurity,100,2.9375,1
aft,counterbalanced_ab,island_biosecurity,1000,2.875,1
aft,counterbalanced_ab,island_biosecurity,10000,2.8125,1
aft,counterbalanced_ab,island_biosecurity,100000,2.6875,1
aft,counterbalanced_ab,island_biosecurity,1000000,2.5625,1
aft,counterbalanced_ab,marine_reserve,0,2.875,1
aft,counterbalanced_ab,marine_reserve,1,2.875,1
aft,counterbalanced_ab,marine_reserve,10,2.75,1
aft,counterbalanced_ab,marine_reserve,100,2.6875,1
aft,counterbalanced_ab,marine_reserve,1000,2.5625,1
aft,counterbalanced_ab,marine_reserve,10000,2.5,1
aft,counterbalanced_ab,marine_reserve,100000,2.4375,1
aft,counterbalanced_ab,marine_reserve,1000000,2.375,1
aft,counterbalanced_ab,oil_extraction_ban,0,1.1875,1
aft,counterbalanced_ab,oil_extraction_ban,1,0.875,1
aft,counterbalanced_ab,oil_extraction_ban,10,0.8125,1
aft,counterbalanced_ab,oil_extraction_ban,100,0.8125,1
aft,counterbalanced_ab,oil_extraction_ban,1000,0.75,1
aft,counterbalanced_ab,oil_extraction_ban,10000,0.75,1
aft,counterbalanced_ab,oil_extraction_ban,100000,0.625,1
aft,counterbalanced_ab,oil_extraction_ban,1000000,0.625,1
aft,counterbalanced_ab,pesticide_ban,0,1.9375,1
aft,counterbalanced_ab,pesticide_ban,1,1.6875,1
aft,counterbalanced_ab,pesticide_ban,10,1.625,1
aft,counterbalanced_ab,pesticide_ban,100,1.625,1
aft,counterbalanced_ab,pesticide_ban,1000,1.5625,1
aft,counterbalanced_ab,pesticide_ban,10000,1.4375,1
aft,counterbalanced_ab,pesticide_ban,100000,1.375,1
aft,counterbalanced_ab,pesticide_ban,1000000,1.3125,1
aft,counterbalanced_ab,river_water_allocation,0,3.5,1
aft,counterbalanced_ab,river_water_allocation,1,3.0,1
aft,counterbalanced_ab,river_water_allocation,10,2.9375,1
aft,counterbalanced_ab,river_water_allocation,100,2.9375,1
aft,counterbalanced_ab,river_water_allocation,1000,2.8125,1
aft,counterbalanced_ab,river_water_allocation,10000,2.6875,1
aft,counterbalanced_ab,river_water_allocation,100000,2.5625,1
aft,counterbalanced_ab,river_water_allocation,1000000,2.5,1
aft,counterbalanced_ab,wetland_relocation,0,2.4375,1
aft,counterbalanced_ab,wetland_relocation,1,2.1875,1
aft,counterbalanced_ab,wetland_relocation,10,2.125,1
aft,counterbalanced_ab,wetland_relocation,100,2.0625,1
aft,counterbalanced_ab,wetland_relocation,1000,1.9375,1
aft,counterbalanced_ab,wetland_relocation,10000,1.8125,1
aft,counterbalanced_ab,wetland_relocation,100000,1.75,1
aft,counterbalanced_ab,wetland_relocation,1000000,1.625,1
aft,counterbalanced_ab,wildfire_restoration,0,2.0,1
aft,counterbalanced_ab,wildfire_restoration,1,1.375,1
aft,counterbalanced_ab,wildfire_restoration,10,1.375,1
aft,counterbalanced_ab,wildfire_restoration,100,1.25,1
aft,counterbalanced_ab,wildfire_restoration,1000,1.125,1
aft,counterbalanced_ab,wildfire_restoration,10000,1.0,1
aft,counterbalanced_ab,wildfire_restoration,100000,1.0,1
aft,counterbalanced_ab,wildfire_restoration,1000000,0.875,1
msm_aft,complete_option_text,dam_removal,0,0.2227091789245605,1
msm_aft,complete_option_text,dam_removal,1,0.1992384592692057,1
msm_aft,complete_option_text,dam_removal,10,0.18794735272725424,1
msm_aft,complete_option_text,dam_removal,100,0.17566156387329102,1
msm_aft,complete_option_text,dam_removal,1000,0.16480644543965656,1
msm_aft,complete_option_text,dam_removal,10000,0.1525531609853108,1
msm_aft,complete_option_text,dam_removal,100000,0.1531431674957275,1
msm_aft,complete_option_text,dam_removal,1000000,0.1296562353769938,1
msm_aft,complete_option_text,island_biosecurity,0,0.6533857243401664,1
msm_aft,complete_option_text,island_biosecurity,1,0.6375764948981149,1
msm_aft,complete_option_text,island_biosecurity,10,0.6060723577226912,1
msm_aft,complete_option_text,island_biosecurity,100,0.5901432377951485,1
msm_aft,complete_option_text,island_biosecurity,1000,0.5821860177176339,1
msm_aft,complete_option_text,island_biosecurity,10000,0.558903660093035,1
msm_aft,complete_option_text,island_biosecurity,100000,0.5431575604847498,1
msm_aft,complete_option_text,island_biosecurity,1000000,0.5112579209463937,1
msm_aft,complete_option_text,marine_reserve,0,0.3962170282999674,1
msm_aft,complete_option_text,marine_reserve,1,0.38250859578450513,1
msm_aft,complete_option_text,marine_reserve,10,0.37492593129475915,1
msm_aft,complete_option_text,marine_reserve,100,0.36135737101236975,1
msm_aft,complete_option_text,marine_reserve,1000,0.3476088841756184,1
msm_aft,complete_option_text,marine_reserve,10000,0.3402848773532443,1
msm_aft,complete_option_text,marine_reserve,100000,0.3262813356187608,1
msm_aft,complete_option_text,marine_reserve,1000000,0.3191957473754883,1
msm_aft,complete_option_text,oil_extraction_ban,0,0.0516447566804432,1
msm_aft,complete_option_text,oil_extraction_ban,1,0.03256888616652716,1
msm_aft,complete_option_text,oil_extraction_ban,10,0.013528710319882349,1
msm_aft,complete_option_text,oil_extraction_ban,100,0.013164270491827099,1
msm_aft,complete_option_text,oil_extraction_ban,1000,0.00406810215541295,1
msm_aft,complete_option_text,oil_extraction_ban,10000,0.003288700467064247,1
msm_aft,complete_option_text,oil_extraction_ban,100000,-0.025246869950067398,0
msm_aft,complete_option_text,oil_extraction_ban,1000000,-0.025583494277227496,0
msm_aft,complete_option_text,pesticide_ban,0,0.5933116640363422,1
msm_aft,complete_option_text,pesticide_ban,1,0.5436017990112305,1
msm_aft,complete_option_text,pesticide_ban,10,0.5441407339913504,1
msm_aft,complete_option_text,pesticide_ban,100,0.5435756955827986,1
msm_aft,complete_option_text,pesticide_ban,1000,0.5190532139369419,1
msm_aft,complete_option_text,pesticide_ban,10000,0.5069225311279296,1
msm_aft,complete_option_text,pesticide_ban,100000,0.4938136781964983,1
msm_aft,complete_option_text,pesticide_ban,1000000,0.5054113933018276,1
msm_aft,complete_option_text,river_water_allocation,0,0.2802482951771129,1
msm_aft,complete_option_text,river_water_allocation,1,0.23473861000754614,1
msm_aft,complete_option_text,river_water_allocation,10,0.22277832031249994,1
msm_aft,complete_option_text,river_water_allocation,100,0.2172364321621981,1
msm_aft,complete_option_text,river_water_allocation,1000,0.20596105402166195,1
msm_aft,complete_option_text,river_water_allocation,10000,0.19428903406316578,1
msm_aft,complete_option_text,river_water_allocation,100000,0.17721904407848005,1
msm_aft,complete_option_text,river_water_allocation,1000000,0.1828947067260742,1
msm_aft,complete_option_text,wetland_relocation,0,0.4424114094840155,1
msm_aft,complete_option_text,wetland_relocation,1,0.3800704081853231,1
msm_aft,complete_option_text,wetland_relocation,10,0.3795814514160156,1
msm_aft,complete_option_text,wetland_relocation,100,0.3644481897354126,1
msm_aft,complete_option_text,wetland_relocation,1000,0.32573767503102624,1
msm_aft,complete_option_text,wetland_relocation,10000,0.3254830969704522,1
msm_aft,complete_option_text,wetland_relocation,100000,0.3174361785252888,1
msm_aft,complete_option_text,wetland_relocation,1000000,0.3094690640767416,1
msm_aft,complete_option_text,wildfire_restoration,0,0.31432978312174475,1
msm_aft,complete_option_text,wildfire_restoration,1,0.20939254760742188,1
msm_aft,complete_option_text,wildfire_restoration,10,0.1989156405131022,1
msm_aft,complete_option_text,wildfire_restoration,100,0.1782100995381673,1
msm_aft,complete_option_text,wildfire_restoration,1000,0.17808151245117185,1
msm_aft,complete_option_text,wildfire_restoration,10000,0.15730587641398108,1
msm_aft,complete_option_text,wildfire_restoration,100000,0.14637168248494464,1
msm_aft,complete_option_text,wildfire_restoration,1000000,0.13611062367757154,1
msm_aft,counterbalanced_ab,dam_removal,0,1.625,1
msm_aft,counterbalanced_ab,dam_removal,1,1.5625,1
msm_aft,counterbalanced_ab,dam_removal,10,1.5,1
msm_aft,counterbalanced_ab,dam_removal,100,1.4375,1
msm_aft,counterbalanced_ab,dam_removal,1000,1.375,1
msm_aft,counterbalanced_ab,dam_removal,10000,1.1875,1
msm_aft,counterbalanced_ab,dam_removal,100000,1.1875,1
msm_aft,counterbalanced_ab,dam_removal,1000000,1.0625,1
msm_aft,counterbalanced_ab,island_biosecurity,0,3.25,1
msm_aft,counterbalanced_ab,island_biosecurity,1,3.125,1
msm_aft,counterbalanced_ab,island_biosecurity,10,3.0625,1
msm_aft,counterbalanced_ab,island_biosecurity,100,3.0,1
msm_aft,counterbalanced_ab,island_biosecurity,1000,3.0625,1
msm_aft,counterbalanced_ab,island_biosecurity,10000,3.0,1
msm_aft,counterbalanced_ab,island_biosecurity,100000,2.875,1
msm_aft,counterbalanced_ab,island_biosecurity,1000000,2.8125,1
msm_aft,counterbalanced_ab,marine_reserve,0,2.9375,1
msm_aft,counterbalanced_ab,marine_reserve,1,2.875,1
msm_aft,counterbalanced_ab,marine_reserve,10,2.9375,1
msm_aft,counterbalanced_ab,marine_reserve,100,2.75,1
msm_aft,counterbalanced_ab,marine_reserve,1000,2.75,1
msm_aft,counterbalanced_ab,marine_reserve,10000,2.6875,1
msm_aft,counterbalanced_ab,marine_reserve,100000,2.5625,1
msm_aft,counterbalanced_ab,marine_reserve,1000000,2.4375,1
msm_aft,counterbalanced_ab,oil_extraction_ban,0,1.25,1
msm_aft,counterbalanced_ab,oil_extraction_ban,1,1.0,1
msm_aft,counterbalanced_ab,oil_extraction_ban,10,1.0,1
msm_aft,counterbalanced_ab,oil_extraction_ban,100,0.9375,1
msm_aft,counterbalanced_ab,oil_extraction_ban,1000,0.9375,1
msm_aft,counterbalanced_ab,oil_extraction_ban,10000,0.875,1
msm_aft,counterbalanced_ab,oil_extraction_ban,100000,0.8125,1
msm_aft,counterbalanced_ab,oil_extraction_ban,1000000,0.75,1
msm_aft,counterbalanced_ab,pesticide_ban,0,2.625,1
msm_aft,counterbalanced_ab,pesticide_ban,1,2.5,1
msm_aft,counterbalanced_ab,pesticide_ban,10,2.4375,1
msm_aft,counterbalanced_ab,pesticide_ban,100,2.5,1
msm_aft,counterbalanced_ab,pesticide_ban,1000,2.3125,1
msm_aft,counterbalanced_ab,pesticide_ban,10000,2.25,1
msm_aft,counterbalanced_ab,pesticide_ban,100000,2.25,1
msm_aft,counterbalanced_ab,pesticide_ban,1000000,2.125,1
msm_aft,counterbalanced_ab,river_water_allocation,0,3.4375,1
msm_aft,counterbalanced_ab,river_water_allocation,1,3.0625,1
msm_aft,counterbalanced_ab,river_water_allocation,10,3.0625,1
msm_aft,counterbalanced_ab,river_water_allocation,100,3.0,1
msm_aft,counterbalanced_ab,river_water_allocation,1000,2.9375,1
msm_aft,counterbalanced_ab,river_water_allocation,10000,2.8125,1
msm_aft,counterbalanced_ab,river_water_allocation,100000,2.8125,1
msm_aft,counterbalanced_ab,river_water_allocation,1000000,2.625,1
msm_aft,counterbalanced_ab,wetland_relocation,0,2.5,1
msm_aft,counterbalanced_ab,wetland_relocation,1,2.25,1
msm_aft,counterbalanced_ab,wetland_relocation,10,2.375,1
msm_aft,counterbalanced_ab,wetland_relocation,100,2.25,1
msm_aft,counterbalanced_ab,wetland_relocation,1000,2.125,1
msm_aft,counterbalanced_ab,wetland_relocation,10000,2.0625,1
msm_aft,counterbalanced_ab,wetland_relocation,100000,2.0625,1
msm_aft,counterbalanced_ab,wetland_relocation,1000000,1.9375,1
msm_aft,counterbalanced_ab,wildfire_restoration,0,2.125,1
msm_aft,counterbalanced_ab,wildfire_restoration,1,1.75,1
msm_aft,counterbalanced_ab,wildfire_restoration,10,1.75,1
msm_aft,counterbalanced_ab,wildfire_restoration,100,1.6875,1
msm_aft,counterbalanced_ab,wildfire_restoration,1000,1.5625,1
msm_aft,counterbalanced_ab,wildfire_restoration,10000,1.4375,1
msm_aft,counterbalanced_ab,wildfire_restoration,100000,1.375,1
msm_aft,counterbalanced_ab,wildfire_restoration,1000000,1.25,1
